new_idx,new_file,new_instance_id,source_buffer,source_local_idx,old_file,old_instance_id,instance_type,time_window_type,global_value
1206,solomon_dataset_1206_C_narrow_1777582045.txt,solomon_dataset_1206_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,182,solomon_dataset_182_C_narrow_1777490079.txt,solomon_dataset_182_C_narrow_1777490079,C,narrow,1108.4934049481378
1207,solomon_dataset_1207_C_wide_1777582045.txt,solomon_dataset_1207_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,183,solomon_dataset_183_C_wide_1777490079.txt,solomon_dataset_183_C_wide_1777490079,C,wide,707.4833865036921
1208,solomon_dataset_1208_C_narrow_1777582045.txt,solomon_dataset_1208_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,184,solomon_dataset_184_C_narrow_1777490079.txt,solomon_dataset_184_C_narrow_1777490079,C,narrow,540.0646092042831
1209,solomon_dataset_1209_C_wide_1777582045.txt,solomon_dataset_1209_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,185,solomon_dataset_185_C_wide_1777490079.txt,solomon_dataset_185_C_wide_1777490079,C,wide,420.72451633221215
1210,solomon_dataset_1210_C_narrow_1777582045.txt,solomon_dataset_1210_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,186,solomon_dataset_186_C_narrow_1777490079.txt,solomon_dataset_186_C_narrow_1777490079,C,narrow,1174.2423547036633
1211,solomon_dataset_1211_RC_narrow_1777582045.txt,solomon_dataset_1211_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,187,solomon_dataset_187_RC_narrow_1777490079.txt,solomon_dataset_187_RC_narrow_1777490079,RC,narrow,1003.9549870307421
1212,solomon_dataset_1212_C_narrow_1777582045.txt,solomon_dataset_1212_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,188,solomon_dataset_188_C_narrow_1777490079.txt,solomon_dataset_188_C_narrow_1777490079,C,narrow,1008.4590170513479
1213,solomon_dataset_1213_C_narrow_1777582045.txt,solomon_dataset_1213_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,189,solomon_dataset_189_C_narrow_1777490079.txt,solomon_dataset_189_C_narrow_1777490079,C,narrow,626.5198958455275
1214,solomon_dataset_1214_R_narrow_1777582045.txt,solomon_dataset_1214_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,190,solomon_dataset_190_R_narrow_1777490079.txt,solomon_dataset_190_R_narrow_1777490079,R,narrow,1172.0911405523511
1215,solomon_dataset_1215_C_narrow_1777582045.txt,solomon_dataset_1215_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,191,solomon_dataset_191_C_narrow_1777490079.txt,solomon_dataset_191_C_narrow_1777490079,C,narrow,797.3485125029515
1216,solomon_dataset_1216_C_narrow_1777582045.txt,solomon_dataset_1216_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,192,solomon_dataset_192_C_narrow_1777490079.txt,solomon_dataset_192_C_narrow_1777490079,C,narrow,803.9132196617952
1217,solomon_dataset_1217_C_wide_1777582045.txt,solomon_dataset_1217_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,193,solomon_dataset_193_C_wide_1777490079.txt,solomon_dataset_193_C_wide_1777490079,C,wide,573.1449501141153
1218,solomon_dataset_1218_C_wide_1777582045.txt,solomon_dataset_1218_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,194,solomon_dataset_194_C_wide_1777490079.txt,solomon_dataset_194_C_wide_1777490079,C,wide,556.8134747072593
1219,solomon_dataset_1219_R_wide_1777582045.txt,solomon_dataset_1219_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,195,solomon_dataset_195_R_wide_1777490079.txt,solomon_dataset_195_R_wide_1777490079,R,wide,882.4210056780772
1220,solomon_dataset_1220_C_narrow_1777582045.txt,solomon_dataset_1220_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,196,solomon_dataset_196_C_narrow_1777490079.txt,solomon_dataset_196_C_narrow_1777490079,C,narrow,824.775669101228
1221,solomon_dataset_1221_C_wide_1777582045.txt,solomon_dataset_1221_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,197,solomon_dataset_197_C_wide_1777490079.txt,solomon_dataset_197_C_wide_1777490079,C,wide,527.7308795880135
1222,solomon_dataset_1222_C_wide_1777582045.txt,solomon_dataset_1222_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,198,solomon_dataset_198_C_wide_1777490079.txt,solomon_dataset_198_C_wide_1777490079,C,wide,616.5030779911951
1223,solomon_dataset_1223_C_wide_1777582045.txt,solomon_dataset_1223_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,199,solomon_dataset_199_C_wide_1777490079.txt,solomon_dataset_199_C_wide_1777490079,C,wide,635.1435823220877
1224,solomon_dataset_1224_C_wide_1777582045.txt,solomon_dataset_1224_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,200,solomon_dataset_200_C_wide_1777490079.txt,solomon_dataset_200_C_wide_1777490079,C,wide,713.8336808744349
1225,solomon_dataset_1225_C_wide_1777582045.txt,solomon_dataset_1225_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,201,solomon_dataset_201_C_wide_1777490079.txt,solomon_dataset_201_C_wide_1777490079,C,wide,747.205390829598
1226,solomon_dataset_1226_R_narrow_1777582045.txt,solomon_dataset_1226_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,202,solomon_dataset_202_R_narrow_1777490079.txt,solomon_dataset_202_R_narrow_1777490079,R,narrow,1504.2854525868304
1227,solomon_dataset_1227_C_narrow_1777582045.txt,solomon_dataset_1227_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,203,solomon_dataset_203_C_narrow_1777490079.txt,solomon_dataset_203_C_narrow_1777490079,C,narrow,907.4907607333869
1228,solomon_dataset_1228_C_narrow_1777582045.txt,solomon_dataset_1228_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,204,solomon_dataset_204_C_narrow_1777490079.txt,solomon_dataset_204_C_narrow_1777490079,C,narrow,712.3399796995677
1229,solomon_dataset_1229_C_wide_1777582045.txt,solomon_dataset_1229_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,205,solomon_dataset_205_C_wide_1777490079.txt,solomon_dataset_205_C_wide_1777490079,C,wide,568.0472007293081
1230,solomon_dataset_1230_C_narrow_1777582045.txt,solomon_dataset_1230_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,206,solomon_dataset_206_C_narrow_1777490079.txt,solomon_dataset_206_C_narrow_1777490079,C,narrow,746.4926384948428
1231,solomon_dataset_1231_C_wide_1777582045.txt,solomon_dataset_1231_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,207,solomon_dataset_207_C_wide_1777490079.txt,solomon_dataset_207_C_wide_1777490079,C,wide,705.9897659202466
1232,solomon_dataset_1232_C_wide_1777582045.txt,solomon_dataset_1232_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,208,solomon_dataset_208_C_wide_1777490079.txt,solomon_dataset_208_C_wide_1777490079,C,wide,654.9075336812036
1233,solomon_dataset_1233_RC_narrow_1777582045.txt,solomon_dataset_1233_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,209,solomon_dataset_209_RC_narrow_1777490079.txt,solomon_dataset_209_RC_narrow_1777490079,RC,narrow,1261.5771501293532
1234,solomon_dataset_1234_C_wide_1777582045.txt,solomon_dataset_1234_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,210,solomon_dataset_210_C_wide_1777490079.txt,solomon_dataset_210_C_wide_1777490079,C,wide,532.6324724828575
1235,solomon_dataset_1235_C_wide_1777582045.txt,solomon_dataset_1235_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,211,solomon_dataset_211_C_wide_1777490079.txt,solomon_dataset_211_C_wide_1777490079,C,wide,627.1001046476215
1236,solomon_dataset_1236_R_narrow_1777582045.txt,solomon_dataset_1236_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,212,solomon_dataset_212_R_narrow_1777490079.txt,solomon_dataset_212_R_narrow_1777490079,R,narrow,1257.2871100088262
1237,solomon_dataset_1237_C_wide_1777582045.txt,solomon_dataset_1237_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,213,solomon_dataset_213_C_wide_1777490079.txt,solomon_dataset_213_C_wide_1777490079,C,wide,666.9940632673117
1238,solomon_dataset_1238_C_wide_1777582045.txt,solomon_dataset_1238_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,214,solomon_dataset_214_C_wide_1777490079.txt,solomon_dataset_214_C_wide_1777490079,C,wide,504.9605044254391
1239,solomon_dataset_1239_R_narrow_1777582045.txt,solomon_dataset_1239_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,215,solomon_dataset_215_R_narrow_1777490079.txt,solomon_dataset_215_R_narrow_1777490079,R,narrow,1266.1335154089227
1240,solomon_dataset_1240_C_narrow_1777582045.txt,solomon_dataset_1240_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,216,solomon_dataset_216_C_narrow_1777490079.txt,solomon_dataset_216_C_narrow_1777490079,C,narrow,806.771575734593
1241,solomon_dataset_1241_C_narrow_1777582045.txt,solomon_dataset_1241_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,217,solomon_dataset_217_C_narrow_1777490079.txt,solomon_dataset_217_C_narrow_1777490079,C,narrow,807.3356337789214
1242,solomon_dataset_1242_C_narrow_1777582045.txt,solomon_dataset_1242_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,218,solomon_dataset_218_C_narrow_1777490079.txt,solomon_dataset_218_C_narrow_1777490079,C,narrow,630.3768600774878
1243,solomon_dataset_1243_R_wide_1777582045.txt,solomon_dataset_1243_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,219,solomon_dataset_219_R_wide_1777490079.txt,solomon_dataset_219_R_wide_1777490079,R,wide,1078.2536018776593
1244,solomon_dataset_1244_C_wide_1777582045.txt,solomon_dataset_1244_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,220,solomon_dataset_220_C_wide_1777490079.txt,solomon_dataset_220_C_wide_1777490079,C,wide,603.856543976368
1245,solomon_dataset_1245_C_narrow_1777582045.txt,solomon_dataset_1245_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,221,solomon_dataset_221_C_narrow_1777490079.txt,solomon_dataset_221_C_narrow_1777490079,C,narrow,791.9820350102267
1246,solomon_dataset_1246_RC_wide_1777582045.txt,solomon_dataset_1246_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,222,solomon_dataset_222_RC_wide_1777490079.txt,solomon_dataset_222_RC_wide_1777490079,RC,wide,832.7878064138866
1247,solomon_dataset_1247_C_narrow_1777582045.txt,solomon_dataset_1247_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,223,solomon_dataset_223_C_narrow_1777490079.txt,solomon_dataset_223_C_narrow_1777490079,C,narrow,805.7073921005498
1248,solomon_dataset_1248_C_narrow_1777582045.txt,solomon_dataset_1248_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,224,solomon_dataset_224_C_narrow_1777490079.txt,solomon_dataset_224_C_narrow_1777490079,C,narrow,673.6337805620086
1249,solomon_dataset_1249_C_narrow_1777582045.txt,solomon_dataset_1249_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,225,solomon_dataset_225_C_narrow_1777490079.txt,solomon_dataset_225_C_narrow_1777490079,C,narrow,736.1768110156113
1250,solomon_dataset_1250_C_narrow_1777582045.txt,solomon_dataset_1250_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,226,solomon_dataset_226_C_narrow_1777490079.txt,solomon_dataset_226_C_narrow_1777490079,C,narrow,783.5702638238001
1251,solomon_dataset_1251_C_wide_1777582045.txt,solomon_dataset_1251_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,227,solomon_dataset_227_C_wide_1777490079.txt,solomon_dataset_227_C_wide_1777490079,C,wide,525.0931542605512
1252,solomon_dataset_1252_C_narrow_1777582045.txt,solomon_dataset_1252_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,228,solomon_dataset_228_C_narrow_1777490079.txt,solomon_dataset_228_C_narrow_1777490079,C,narrow,534.5390328023029
1253,solomon_dataset_1253_C_wide_1777582045.txt,solomon_dataset_1253_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,229,solomon_dataset_229_C_wide_1777490079.txt,solomon_dataset_229_C_wide_1777490079,C,wide,591.7967267832282
1254,solomon_dataset_1254_C_narrow_1777582045.txt,solomon_dataset_1254_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,230,solomon_dataset_230_C_narrow_1777490079.txt,solomon_dataset_230_C_narrow_1777490079,C,narrow,1190.775181524069
1255,solomon_dataset_1255_C_narrow_1777582045.txt,solomon_dataset_1255_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,231,solomon_dataset_231_C_narrow_1777490079.txt,solomon_dataset_231_C_narrow_1777490079,C,narrow,606.0473273778579
1256,solomon_dataset_1256_C_narrow_1777582045.txt,solomon_dataset_1256_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,232,solomon_dataset_232_C_narrow_1777490079.txt,solomon_dataset_232_C_narrow_1777490079,C,narrow,606.6968335645863
1257,solomon_dataset_1257_C_wide_1777582045.txt,solomon_dataset_1257_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,233,solomon_dataset_233_C_wide_1777490079.txt,solomon_dataset_233_C_wide_1777490079,C,wide,524.059575001865
1258,solomon_dataset_1258_RC_narrow_1777582045.txt,solomon_dataset_1258_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,234,solomon_dataset_234_RC_narrow_1777490079.txt,solomon_dataset_234_RC_narrow_1777490079,RC,narrow,1100.2044123606936
1259,solomon_dataset_1259_RC_wide_1777582045.txt,solomon_dataset_1259_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,235,solomon_dataset_235_RC_wide_1777490079.txt,solomon_dataset_235_RC_wide_1777490079,RC,wide,758.9604022353572
1260,solomon_dataset_1260_RC_narrow_1777582045.txt,solomon_dataset_1260_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,236,solomon_dataset_236_RC_narrow_1777490079.txt,solomon_dataset_236_RC_narrow_1777490079,RC,narrow,1123.672091357325
1261,solomon_dataset_1261_C_narrow_1777582045.txt,solomon_dataset_1261_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,237,solomon_dataset_237_C_narrow_1777490079.txt,solomon_dataset_237_C_narrow_1777490079,C,narrow,845.3892270763378
1262,solomon_dataset_1262_C_wide_1777582045.txt,solomon_dataset_1262_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,238,solomon_dataset_238_C_wide_1777490079.txt,solomon_dataset_238_C_wide_1777490079,C,wide,531.6161649299767
1263,solomon_dataset_1263_C_narrow_1777582045.txt,solomon_dataset_1263_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,239,solomon_dataset_239_C_narrow_1777490079.txt,solomon_dataset_239_C_narrow_1777490079,C,narrow,593.6810323444233
1264,solomon_dataset_1264_C_wide_1777582045.txt,solomon_dataset_1264_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,240,solomon_dataset_240_C_wide_1777490079.txt,solomon_dataset_240_C_wide_1777490079,C,wide,661.1869120390878
1265,solomon_dataset_1265_C_narrow_1777582045.txt,solomon_dataset_1265_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,241,solomon_dataset_241_C_narrow_1777490079.txt,solomon_dataset_241_C_narrow_1777490079,C,narrow,998.818909405349
1266,solomon_dataset_1266_C_narrow_1777582045.txt,solomon_dataset_1266_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,242,solomon_dataset_242_C_narrow_1777490079.txt,solomon_dataset_242_C_narrow_1777490079,C,narrow,1243.8226488849675
1267,solomon_dataset_1267_C_wide_1777582045.txt,solomon_dataset_1267_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,243,solomon_dataset_243_C_wide_1777490079.txt,solomon_dataset_243_C_wide_1777490079,C,wide,453.17952141990355
1268,solomon_dataset_1268_C_narrow_1777582045.txt,solomon_dataset_1268_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,244,solomon_dataset_244_C_narrow_1777490079.txt,solomon_dataset_244_C_narrow_1777490079,C,narrow,956.1752418652427
1269,solomon_dataset_1269_C_narrow_1777582045.txt,solomon_dataset_1269_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,245,solomon_dataset_245_C_narrow_1777490079.txt,solomon_dataset_245_C_narrow_1777490079,C,narrow,759.0821804022995
1270,solomon_dataset_1270_C_narrow_1777582045.txt,solomon_dataset_1270_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,246,solomon_dataset_246_C_narrow_1777490079.txt,solomon_dataset_246_C_narrow_1777490079,C,narrow,1033.75589931503
1271,solomon_dataset_1271_R_narrow_1777582045.txt,solomon_dataset_1271_R_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,247,solomon_dataset_247_R_narrow_1777490079.txt,solomon_dataset_247_R_narrow_1777490079,R,narrow,1663.7393588908549
1272,solomon_dataset_1272_C_narrow_1777582045.txt,solomon_dataset_1272_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,248,solomon_dataset_248_C_narrow_1777490079.txt,solomon_dataset_248_C_narrow_1777490079,C,narrow,910.7483584768008
1273,solomon_dataset_1273_RC_wide_1777582045.txt,solomon_dataset_1273_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,249,solomon_dataset_249_RC_wide_1777490079.txt,solomon_dataset_249_RC_wide_1777490079,RC,wide,841.0249180688728
1274,solomon_dataset_1274_R_wide_1777582045.txt,solomon_dataset_1274_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,250,solomon_dataset_250_R_wide_1777490079.txt,solomon_dataset_250_R_wide_1777490079,R,wide,1080.854560161606
1275,solomon_dataset_1275_R_wide_1777582045.txt,solomon_dataset_1275_R_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,251,solomon_dataset_251_R_wide_1777490079.txt,solomon_dataset_251_R_wide_1777490079,R,wide,992.1650285802714
1276,solomon_dataset_1276_RC_wide_1777582045.txt,solomon_dataset_1276_RC_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,252,solomon_dataset_252_RC_wide_1777490079.txt,solomon_dataset_252_RC_wide_1777490079,RC,wide,835.9611620491944
1277,solomon_dataset_1277_C_wide_1777582045.txt,solomon_dataset_1277_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,253,solomon_dataset_253_C_wide_1777490079.txt,solomon_dataset_253_C_wide_1777490079,C,wide,489.9218331980604
1278,solomon_dataset_1278_C_wide_1777582045.txt,solomon_dataset_1278_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,254,solomon_dataset_254_C_wide_1777490079.txt,solomon_dataset_254_C_wide_1777490079,C,wide,839.5900416421338
1279,solomon_dataset_1279_C_narrow_1777582045.txt,solomon_dataset_1279_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,255,solomon_dataset_255_C_narrow_1777490079.txt,solomon_dataset_255_C_narrow_1777490079,C,narrow,779.806748107565
1280,solomon_dataset_1280_C_narrow_1777582045.txt,solomon_dataset_1280_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,256,solomon_dataset_256_C_narrow_1777490079.txt,solomon_dataset_256_C_narrow_1777490079,C,narrow,909.505558322688
1281,solomon_dataset_1281_C_narrow_1777582045.txt,solomon_dataset_1281_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,257,solomon_dataset_257_C_narrow_1777490079.txt,solomon_dataset_257_C_narrow_1777490079,C,narrow,630.7897786710558
1282,solomon_dataset_1282_C_wide_1777582045.txt,solomon_dataset_1282_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,258,solomon_dataset_258_C_wide_1777490079.txt,solomon_dataset_258_C_wide_1777490079,C,wide,577.2409972365149
1283,solomon_dataset_1283_C_wide_1777582045.txt,solomon_dataset_1283_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,259,solomon_dataset_259_C_wide_1777490079.txt,solomon_dataset_259_C_wide_1777490079,C,wide,506.03396815910594
1284,solomon_dataset_1284_C_narrow_1777582045.txt,solomon_dataset_1284_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,260,solomon_dataset_260_C_narrow_1777490079.txt,solomon_dataset_260_C_narrow_1777490079,C,narrow,778.2544240239579
1285,solomon_dataset_1285_C_wide_1777582045.txt,solomon_dataset_1285_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,261,solomon_dataset_261_C_wide_1777490079.txt,solomon_dataset_261_C_wide_1777490079,C,wide,813.2859056937366
1286,solomon_dataset_1286_C_wide_1777582045.txt,solomon_dataset_1286_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,262,solomon_dataset_262_C_wide_1777490079.txt,solomon_dataset_262_C_wide_1777490079,C,wide,423.4844248467752
1287,solomon_dataset_1287_C_narrow_1777582045.txt,solomon_dataset_1287_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,263,solomon_dataset_263_C_narrow_1777490079.txt,solomon_dataset_263_C_narrow_1777490079,C,narrow,787.6623478119072
1288,solomon_dataset_1288_C_wide_1777582045.txt,solomon_dataset_1288_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,264,solomon_dataset_264_C_wide_1777490079.txt,solomon_dataset_264_C_wide_1777490079,C,wide,582.2811735726706
1289,solomon_dataset_1289_C_narrow_1777582045.txt,solomon_dataset_1289_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,265,solomon_dataset_265_C_narrow_1777490079.txt,solomon_dataset_265_C_narrow_1777490079,C,narrow,649.434344985906
1290,solomon_dataset_1290_RC_narrow_1777582045.txt,solomon_dataset_1290_RC_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,266,solomon_dataset_266_RC_narrow_1777490079.txt,solomon_dataset_266_RC_narrow_1777490079,RC,narrow,1221.7225061461618
1291,solomon_dataset_1291_C_wide_1777582045.txt,solomon_dataset_1291_C_wide_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,267,solomon_dataset_267_C_wide_1777490079.txt,solomon_dataset_267_C_wide_1777490079,C,wide,624.9566063145431
1292,solomon_dataset_1292_C_narrow_1777582045.txt,solomon_dataset_1292_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,268,solomon_dataset_268_C_narrow_1777490079.txt,solomon_dataset_268_C_narrow_1777490079,C,narrow,747.9377654930353
1293,solomon_dataset_1293_C_narrow_1777582045.txt,solomon_dataset_1293_C_narrow_1777582045,/data/Maojie/Github2/EVRP-TW-D-B_Weekend/dataset4/unanchored/Cus_50/buffer,269,solomon_dataset_269_C_narrow_1777490079.txt,solomon_dataset_269_C_narrow_1777490079,C,narrow,802.1543183114518
